Modified Newton method
Tempo di esecuzione Modified Newton: 0.5401
n = 1000 |norma2 di x= 3.16e+01 | f(x) = 1.5343e-03 | iter = 1000 | norm grad = 3.02e-03
n = 1000 | Punto #4 |norma2 di x= 3.13e+01 | f(x) = 1.3530e-02 | iter = 1000 (norm grad = 1.08e-02)
n = 1000 | Punto #4 |norma2 di x= 3.13e+01 | f(x) = 1.3530e-02 | iter = 1000 (norm grad = 1.08e-02)
n = 1000 | Punto #4 |norma2 di x= 2.47e+01 | f(x) = 9.5791e-01 | iter = 1000 (norm grad = 9.92e-01)
n = 1000 | Punto #4 |norma2 di x= 3.13e+01 | f(x) = 9.5791e-01 | iter = 1000 (norm grad = 9.92e-01)
n = 1000 | Punto #5 |norma2 di x= 3.18e+01 | f(x) = 1.5828e-02 | iter = 1000 (norm grad = 1.28e-02)
n = 1000 | Punto #5 |norma2 di x= 3.18e+01 | f(x) = 1.5828e-02 | iter = 1000 (norm grad = 1.28e-02)
n = 1000 | Punto #5 |norma2 di x= 2.53e+01 | f(x) = 9.1009e-01 | iter = 1000 (norm grad = 9.91e-01)
n = 1000 | Punto #5 |norma2 di x= 3.18e+01 | f(x) = 9.1009e-01 | iter = 1000 (norm grad = 9.91e-01)
n = 1000 | Punto #6 |norma2 di x= 3.19e+01 | f(x) = 1.4183e-02 | iter = 1000 (norm grad = 1.11e-02)
n = 1000 | Punto #6 |norma2 di x= 3.19e+01 | f(x) = 1.4183e-02 | iter = 1000 (norm grad = 1.11e-02)
n = 1000 | Punto #6 |norma2 di x= 2.52e+01 | f(x) = 8.5814e-01 | iter = 1000 (norm grad = 9.84e-01)
n = 1000 | Punto #6 |norma2 di x= 3.19e+01 | f(x) = 8.5814e-01 | iter = 1000 (norm grad = 9.84e-01)
n = 1000 | Punto #7 |norma2 di x= 3.08e+01 | f(x) = 1.6776e-02 | iter = 1000 (norm grad = 1.40e-02)
n = 1000 | Punto #7 |norma2 di x= 3.08e+01 | f(x) = 1.6776e-02 | iter = 1000 (norm grad = 1.40e-02)
n = 1000 | Punto #7 |norma2 di x= 2.44e+01 | f(x) = 9.3623e-01 | iter = 1000 (norm grad = 9.86e-01)
n = 1000 | Punto #7 |norma2 di x= 3.08e+01 | f(x) = 9.3623e-01 | iter = 1000 (norm grad = 9.86e-01)
n = 1000 | Punto #8 |norma2 di x= 3.22e+01 | f(x) = 1.2870e-02 | iter = 1000 (norm grad = 1.19e-02)
n = 1000 | Punto #8 |norma2 di x= 3.22e+01 | f(x) = 1.2870e-02 | iter = 1000 (norm grad = 1.19e-02)
n = 1000 | Punto #8 |norma2 di x= 2.57e+01 | f(x) = 9.0438e-01 | iter = 1000 (norm grad = 9.85e-01)
n = 1000 | Punto #8 |norma2 di x= 3.22e+01 | f(x) = 9.0438e-01 | iter = 1000 (norm grad = 9.85e-01)
n = 1000 | Punto #9 |norma2 di x= 3.17e+01 | f(x) = 1.1139e-02 | iter = 1000 (norm grad = 1.00e-02)
n = 1000 | Punto #9 |norma2 di x= 3.17e+01 | f(x) = 1.1139e-02 | iter = 1000 (norm grad = 1.00e-02)
n = 1000 | Punto #9 |norma2 di x= 2.50e+01 | f(x) = 9.4223e-01 | iter = 1000 (norm grad = 9.98e-01)
n = 1000 | Punto #9 |norma2 di x= 3.17e+01 | f(x) = 9.4223e-01 | iter = 1000 (norm grad = 9.98e-01)
n = 1000 | Punto #10 |norma2 di x= 3.12e+01 | f(x) = 1.4762e-02 | iter = 1000 (norm grad = 1.14e-02)
n = 1000 | Punto #10 |norma2 di x= 3.12e+01 | f(x) = 1.4762e-02 | iter = 1000 (norm grad = 1.14e-02)
n = 1000 | Punto #10 |norma2 di x= 2.47e+01 | f(x) = 8.4167e-01 | iter = 1000 (norm grad = 9.86e-01)
n = 1000 | Punto #10 |norma2 di x= 3.12e+01 | f(x) = 8.4167e-01 | iter = 1000 (norm grad = 9.86e-01)
Tempo di esecuzione Modified Newton: 1.1049
n = 1000 |norma2 di x= 3.16e+01 | f(x) = 1.5343e-03 | iter = 1000 | norm grad = 3.02e-03
Tempo di esecuzione Modified Newton con precondizionamento: 1.1980
n = 1000 |norma2 di x= 3.16e+01 | f(x) = 1.5343e-03 | iter = 1000 | norm grad = 3.02e-03
Tempo di esecuzione Modified Newton con differenze finite: 2.6760
n = 1000 |norma2 di x= 3.16e+01 | f(x) = 3.2410e-01 | iter = 1000 | norm grad = 1.28e+00
Tempo di esecuzione Modified Newton con differenze finite e precondizionamento: 2.8795
n = 1000 |norma2 di x= 3.16e+01 | f(x) = 3.2410e-01 | iter = 1000 | norm grad = 1.28e+00
n = 1000 | Punto #1 |norma2 di x= 3.07e+01 | f(x) = 1.4081e-02 | iter = 1000 (norm grad = 1.14e-02)
n = 1000 | Punto #1 |norma2 di x= 3.07e+01 | f(x) = 1.4081e-02 | iter = 1000 (norm grad = 1.14e-02)
n = 1000 | Punto #1 |norma2 di x= 3.11e+01 | f(x) = 9.2900e-01 | iter = 1000 (norm grad = 2.77e-01)
n = 1000 | Punto #1 |norma2 di x= 3.07e+01 | f(x) = 9.2900e-01 | iter = 1000 (norm grad = 2.77e-01)
n = 1000 | Punto #2 |norma2 di x= 3.21e+01 | f(x) = 1.4140e-02 | iter = 1000 (norm grad = 1.06e-02)
n = 1000 | Punto #2 |norma2 di x= 3.21e+01 | f(x) = 1.4140e-02 | iter = 1000 (norm grad = 1.06e-02)
n = 1000 | Punto #2 |norma2 di x= 3.25e+01 | f(x) = 8.8549e-01 | iter = 1000 (norm grad = 2.70e-01)
n = 1000 | Punto #2 |norma2 di x= 3.21e+01 | f(x) = 8.8549e-01 | iter = 1000 (norm grad = 2.70e-01)
n = 1000 | Punto #3 |norma2 di x= 3.27e+01 | f(x) = 1.3630e-02 | iter = 1000 (norm grad = 1.09e-02)
n = 1000 | Punto #3 |norma2 di x= 3.27e+01 | f(x) = 1.3630e-02 | iter = 1000 (norm grad = 1.09e-02)
n = 1000 | Punto #3 |norma2 di x= 3.31e+01 | f(x) = 9.2739e-01 | iter = 1000 (norm grad = 2.66e-01)
n = 1000 | Punto #3 |norma2 di x= 3.27e+01 | f(x) = 9.2739e-01 | iter = 1000 (norm grad = 2.66e-01)
n = 1000 | Punto #4 |norma2 di x= 3.22e+01 | f(x) = 1.5273e-02 | iter = 1000 (norm grad = 1.20e-02)
n = 1000 | Punto #4 |norma2 di x= 3.22e+01 | f(x) = 1.5273e-02 | iter = 1000 (norm grad = 1.20e-02)
n = 1000 | Punto #4 |norma2 di x= 3.26e+01 | f(x) = 9.4606e-01 | iter = 1000 (norm grad = 2.93e-01)
n = 1000 | Punto #4 |norma2 di x= 3.22e+01 | f(x) = 9.4606e-01 | iter = 1000 (norm grad = 2.93e-01)
n = 1000 | Punto #5 |norma2 di x= 3.09e+01 | f(x) = 1.5088e-02 | iter = 1000 (norm grad = 1.17e-02)
n = 1000 | Punto #5 |norma2 di x= 3.09e+01 | f(x) = 1.5088e-02 | iter = 1000 (norm grad = 1.17e-02)
n = 1000 | Punto #5 |norma2 di x= 3.13e+01 | f(x) = 9.3518e-01 | iter = 1000 (norm grad = 2.80e-01)
n = 1000 | Punto #5 |norma2 di x= 3.09e+01 | f(x) = 9.3518e-01 | iter = 1000 (norm grad = 2.80e-01)
n = 1000 | Punto #6 |norma2 di x= 3.19e+01 | f(x) = 1.4538e-02 | iter = 1000 (norm grad = 1.11e-02)
n = 1000 | Punto #6 |norma2 di x= 3.19e+01 | f(x) = 1.4538e-02 | iter = 1000 (norm grad = 1.11e-02)
n = 1000 | Punto #6 |norma2 di x= 3.22e+01 | f(x) = 8.8415e-01 | iter = 1000 (norm grad = 2.68e-01)
n = 1000 | Punto #6 |norma2 di x= 3.19e+01 | f(x) = 8.8415e-01 | iter = 1000 (norm grad = 2.68e-01)
n = 1000 | Punto #7 |norma2 di x= 3.26e+01 | f(x) = 1.1456e-02 | iter = 1000 (norm grad = 1.07e-02)
n = 1000 | Punto #7 |norma2 di x= 3.26e+01 | f(x) = 1.1456e-02 | iter = 1000 (norm grad = 1.07e-02)
n = 1000 | Punto #7 |norma2 di x= 3.29e+01 | f(x) = 8.9581e-01 | iter = 1000 (norm grad = 2.54e-01)
n = 1000 | Punto #7 |norma2 di x= 3.26e+01 | f(x) = 8.9581e-01 | iter = 1000 (norm grad = 2.54e-01)
n = 1000 | Punto #8 |norma2 di x= 3.30e+01 | f(x) = 1.1768e-02 | iter = 1000 (norm grad = 9.82e-03)
n = 1000 | Punto #8 |norma2 di x= 3.30e+01 | f(x) = 1.1768e-02 | iter = 1000 (norm grad = 9.82e-03)
n = 1000 | Punto #8 |norma2 di x= 3.32e+01 | f(x) = 8.2740e-01 | iter = 1000 (norm grad = 2.71e-01)
n = 1000 | Punto #8 |norma2 di x= 3.30e+01 | f(x) = 8.2740e-01 | iter = 1000 (norm grad = 2.71e-01)
n = 1000 | Punto #9 |norma2 di x= 3.17e+01 | f(x) = 1.8430e-02 | iter = 1000 (norm grad = 1.36e-02)
n = 1000 | Punto #9 |norma2 di x= 3.17e+01 | f(x) = 1.8430e-02 | iter = 1000 (norm grad = 1.36e-02)
n = 1000 | Punto #9 |norma2 di x= 3.20e+01 | f(x) = 9.3927e-01 | iter = 1000 (norm grad = 2.85e-01)
n = 1000 | Punto #9 |norma2 di x= 3.17e+01 | f(x) = 9.3927e-01 | iter = 1000 (norm grad = 2.85e-01)
n = 1000 | Punto #10 |norma2 di x= 3.18e+01 | f(x) = 1.6176e-02 | iter = 1000 (norm grad = 1.28e-02)
n = 1000 | Punto #10 |norma2 di x= 3.18e+01 | f(x) = 1.6176e-02 | iter = 1000 (norm grad = 1.28e-02)
n = 1000 | Punto #10 |norma2 di x= 3.22e+01 | f(x) = 9.5124e-01 | iter = 1000 (norm grad = 2.71e-01)
n = 1000 | Punto #10 |norma2 di x= 3.18e+01 | f(x) = 9.5124e-01 | iter = 1000 (norm grad = 2.71e-01)
Tempo di esecuzione Modified Newton: 0.5061
n = 1000 |norma2 di x= 3.16e+01 | f(x) = 1.5343e-03 | iter = 1000 | norm grad = 3.02e-03
Tempo di esecuzione Modified Newton con precondizionamento: 0.6975
n = 1000 |norma2 di x= 3.16e+01 | f(x) = 1.5343e-03 | iter = 1000 | norm grad = 3.02e-03
Tempo di esecuzione Modified Newton con differenze finite: 5.2395
n = 1000 |norma2 di x= 3.16e+01 | f(x) = 3.2411e-01 | iter = 1000 | norm grad = 1.28e+00
Tempo di esecuzione Modified Newton con differenze finite e precondizionamento: 3.0234
n = 1000 |norma2 di x= 3.16e+01 | f(x) = 3.2411e-01 | iter = 1000 | norm grad = 1.28e+00
n = 1000 | Punto #1 |norma2 di x= 3.19e+01 | f(x) = 1.5761e-02 | iter = 1000 (norm grad = 1.24e-02)
n = 1000 | Punto #1 |norma2 di x= 3.19e+01 | f(x) = 1.5761e-02 | iter = 1000 (norm grad = 1.24e-02)
n = 1000 | Punto #1 |norma2 di x= 3.23e+01 | f(x) = 9.0526e-01 | iter = 1000 (norm grad = 2.97e-01)
n = 1000 | Punto #1 |norma2 di x= 3.19e+01 | f(x) = 9.0526e-01 | iter = 1000 (norm grad = 2.97e-01)
n = 1000 | Punto #2 |norma2 di x= 3.29e+01 | f(x) = 1.1282e-02 | iter = 1000 (norm grad = 1.00e-02)
n = 1000 | Punto #2 |norma2 di x= 3.29e+01 | f(x) = 1.1282e-02 | iter = 1000 (norm grad = 1.00e-02)
n = 1000 | Punto #2 |norma2 di x= 3.32e+01 | f(x) = 9.0860e-01 | iter = 1000 (norm grad = 2.66e-01)
n = 1000 | Punto #2 |norma2 di x= 3.29e+01 | f(x) = 9.0860e-01 | iter = 1000 (norm grad = 2.66e-01)
n = 1000 | Punto #3 |norma2 di x= 3.22e+01 | f(x) = 1.5247e-02 | iter = 1000 (norm grad = 1.28e-02)
n = 1000 | Punto #3 |norma2 di x= 3.22e+01 | f(x) = 1.5247e-02 | iter = 1000 (norm grad = 1.28e-02)
n = 1000 | Punto #3 |norma2 di x= 3.26e+01 | f(x) = 9.1368e-01 | iter = 1000 (norm grad = 2.79e-01)
n = 1000 | Punto #3 |norma2 di x= 3.22e+01 | f(x) = 9.1368e-01 | iter = 1000 (norm grad = 2.79e-01)
n = 1000 | Punto #4 |norma2 di x= 3.18e+01 | f(x) = 1.4384e-02 | iter = 1000 (norm grad = 1.30e-02)
n = 1000 | Punto #4 |norma2 di x= 3.18e+01 | f(x) = 1.4384e-02 | iter = 1000 (norm grad = 1.30e-02)
n = 1000 | Punto #4 |norma2 di x= 3.22e+01 | f(x) = 9.0659e-01 | iter = 1000 (norm grad = 2.60e-01)
n = 1000 | Punto #4 |norma2 di x= 3.18e+01 | f(x) = 9.0659e-01 | iter = 1000 (norm grad = 2.60e-01)
n = 1000 | Punto #5 |norma2 di x= 3.18e+01 | f(x) = 1.5433e-02 | iter = 1000 (norm grad = 1.15e-02)
n = 1000 | Punto #5 |norma2 di x= 3.18e+01 | f(x) = 1.5433e-02 | iter = 1000 (norm grad = 1.15e-02)
n = 1000 | Punto #5 |norma2 di x= 3.22e+01 | f(x) = 8.8313e-01 | iter = 1000 (norm grad = 2.58e-01)
n = 1000 | Punto #5 |norma2 di x= 3.18e+01 | f(x) = 8.8313e-01 | iter = 1000 (norm grad = 2.58e-01)
n = 1000 | Punto #6 |norma2 di x= 3.24e+01 | f(x) = 1.2848e-02 | iter = 1000 (norm grad = 1.10e-02)
n = 1000 | Punto #6 |norma2 di x= 3.24e+01 | f(x) = 1.2848e-02 | iter = 1000 (norm grad = 1.10e-02)
n = 1000 | Punto #6 |norma2 di x= 3.28e+01 | f(x) = 8.8309e-01 | iter = 1000 (norm grad = 2.53e-01)
n = 1000 | Punto #6 |norma2 di x= 3.24e+01 | f(x) = 8.8309e-01 | iter = 1000 (norm grad = 2.53e-01)
n = 1000 | Punto #7 |norma2 di x= 3.15e+01 | f(x) = 1.3693e-02 | iter = 1000 (norm grad = 1.10e-02)
n = 1000 | Punto #7 |norma2 di x= 3.15e+01 | f(x) = 1.3693e-02 | iter = 1000 (norm grad = 1.10e-02)
n = 1000 | Punto #7 |norma2 di x= 3.19e+01 | f(x) = 8.7648e-01 | iter = 1000 (norm grad = 2.68e-01)
n = 1000 | Punto #7 |norma2 di x= 3.15e+01 | f(x) = 8.7648e-01 | iter = 1000 (norm grad = 2.68e-01)
n = 1000 | Punto #8 |norma2 di x= 3.26e+01 | f(x) = 1.4401e-02 | iter = 1000 (norm grad = 1.19e-02)
n = 1000 | Punto #8 |norma2 di x= 3.26e+01 | f(x) = 1.4401e-02 | iter = 1000 (norm grad = 1.19e-02)
n = 1000 | Punto #8 |norma2 di x= 3.29e+01 | f(x) = 8.8522e-01 | iter = 1000 (norm grad = 2.71e-01)
n = 1000 | Punto #8 |norma2 di x= 3.26e+01 | f(x) = 8.8522e-01 | iter = 1000 (norm grad = 2.71e-01)
n = 1000 | Punto #9 |norma2 di x= 3.22e+01 | f(x) = 1.6942e-02 | iter = 1000 (norm grad = 1.23e-02)
n = 1000 | Punto #9 |norma2 di x= 3.22e+01 | f(x) = 1.6942e-02 | iter = 1000 (norm grad = 1.23e-02)
n = 1000 | Punto #9 |norma2 di x= 3.27e+01 | f(x) = 8.6923e-01 | iter = 1000 (norm grad = 2.69e-01)
n = 1000 | Punto #9 |norma2 di x= 3.22e+01 | f(x) = 8.6923e-01 | iter = 1000 (norm grad = 2.69e-01)
n = 1000 | Punto #10 |norma2 di x= 3.15e+01 | f(x) = 1.4385e-02 | iter = 1000 (norm grad = 1.18e-02)
n = 1000 | Punto #10 |norma2 di x= 3.15e+01 | f(x) = 1.4385e-02 | iter = 1000 (norm grad = 1.18e-02)
n = 1000 | Punto #10 |norma2 di x= 3.19e+01 | f(x) = 9.7091e-01 | iter = 1000 (norm grad = 2.87e-01)
n = 1000 | Punto #10 |norma2 di x= 3.15e+01 | f(x) = 9.7092e-01 | iter = 1000 (norm grad = 2.87e-01)
Tempo di esecuzione Modified Newton: 0.5029
n = 1000 |norma2 di x= 3.16e+01 | f(x) = 1.5343e-03 | iter = 1000 | norm grad = 3.02e-03
Tempo di esecuzione Modified Newton con precondizionamento: 1.1332
n = 1000 |norma2 di x= 3.16e+01 | f(x) = 1.5343e-03 | iter = 1000 | norm grad = 3.02e-03
Tempo di esecuzione Modified Newton con differenze finite: 4.9759
n = 1000 |norma2 di x= 3.16e+01 | f(x) = 3.2411e-01 | iter = 1000 | norm grad = 1.28e+00
Tempo di esecuzione Modified Newton con differenze finite e precondizionamento: 2.8238
n = 1000 |norma2 di x= 3.16e+01 | f(x) = 3.2411e-01 | iter = 1000 | norm grad = 1.28e+00
n = 1000 | Punto #1 |norma2 di x= 3.29e+01 | f(x) = 1.4617e-02 | iter = 1000 (norm grad = 1.24e-02)
n = 1000 | Punto #1 |norma2 di x= 3.29e+01 | f(x) = 1.4617e-02 | iter = 1000 (norm grad = 1.24e-02)
n = 1000 | Punto #1 |norma2 di x= 3.33e+01 | f(x) = 9.0644e-01 | iter = 1000 (norm grad = 2.81e-01)
n = 1000 | Punto #1 |norma2 di x= 3.29e+01 | f(x) = 9.0644e-01 | iter = 1000 (norm grad = 2.81e-01)
n = 1000 | Punto #2 |norma2 di x= 3.18e+01 | f(x) = 1.1512e-02 | iter = 1000 (norm grad = 1.12e-02)
n = 1000 | Punto #2 |norma2 di x= 3.18e+01 | f(x) = 1.1512e-02 | iter = 1000 (norm grad = 1.12e-02)
n = 1000 | Punto #2 |norma2 di x= 3.22e+01 | f(x) = 8.9930e-01 | iter = 1000 (norm grad = 2.66e-01)
n = 1000 | Punto #2 |norma2 di x= 3.18e+01 | f(x) = 8.9930e-01 | iter = 1000 (norm grad = 2.66e-01)
n = 1000 | Punto #3 |norma2 di x= 3.21e+01 | f(x) = 1.3750e-02 | iter = 1000 (norm grad = 1.11e-02)
n = 1000 | Punto #3 |norma2 di x= 3.21e+01 | f(x) = 1.3750e-02 | iter = 1000 (norm grad = 1.11e-02)
n = 1000 | Punto #3 |norma2 di x= 3.24e+01 | f(x) = 8.7339e-01 | iter = 1000 (norm grad = 2.67e-01)
n = 1000 | Punto #3 |norma2 di x= 3.21e+01 | f(x) = 8.7339e-01 | iter = 1000 (norm grad = 2.67e-01)
n = 1000 | Punto #4 |norma2 di x= 3.19e+01 | f(x) = 1.4195e-02 | iter = 1000 (norm grad = 1.11e-02)
n = 1000 | Punto #4 |norma2 di x= 3.19e+01 | f(x) = 1.4195e-02 | iter = 1000 (norm grad = 1.11e-02)
n = 1000 | Punto #4 |norma2 di x= 3.22e+01 | f(x) = 8.9160e-01 | iter = 1000 (norm grad = 2.55e-01)
n = 1000 | Punto #4 |norma2 di x= 3.19e+01 | f(x) = 8.9160e-01 | iter = 1000 (norm grad = 2.55e-01)
n = 1000 | Punto #5 |norma2 di x= 3.13e+01 | f(x) = 1.1168e-02 | iter = 1000 (norm grad = 1.07e-02)
n = 1000 | Punto #5 |norma2 di x= 3.13e+01 | f(x) = 1.1168e-02 | iter = 1000 (norm grad = 1.07e-02)
n = 1000 | Punto #5 |norma2 di x= 3.17e+01 | f(x) = 9.2592e-01 | iter = 1000 (norm grad = 2.90e-01)
n = 1000 | Punto #5 |norma2 di x= 3.13e+01 | f(x) = 9.2592e-01 | iter = 1000 (norm grad = 2.90e-01)
n = 1000 | Punto #6 |norma2 di x= 3.20e+01 | f(x) = 1.4359e-02 | iter = 1000 (norm grad = 1.18e-02)
n = 1000 | Punto #6 |norma2 di x= 3.20e+01 | f(x) = 1.4359e-02 | iter = 1000 (norm grad = 1.18e-02)
n = 1000 | Punto #6 |norma2 di x= 3.24e+01 | f(x) = 9.2962e-01 | iter = 1000 (norm grad = 2.81e-01)
n = 1000 | Punto #6 |norma2 di x= 3.20e+01 | f(x) = 9.2962e-01 | iter = 1000 (norm grad = 2.81e-01)
n = 1000 | Punto #7 |norma2 di x= 3.19e+01 | f(x) = 1.4031e-02 | iter = 1000 (norm grad = 1.10e-02)
n = 1000 | Punto #7 |norma2 di x= 3.19e+01 | f(x) = 1.4031e-02 | iter = 1000 (norm grad = 1.10e-02)
n = 1000 | Punto #7 |norma2 di x= 3.22e+01 | f(x) = 8.4447e-01 | iter = 1000 (norm grad = 2.44e-01)
n = 1000 | Punto #7 |norma2 di x= 3.19e+01 | f(x) = 8.4447e-01 | iter = 1000 (norm grad = 2.44e-01)
n = 1000 | Punto #8 |norma2 di x= 3.23e+01 | f(x) = 1.2985e-02 | iter = 1000 (norm grad = 1.11e-02)
n = 1000 | Punto #8 |norma2 di x= 3.23e+01 | f(x) = 1.2985e-02 | iter = 1000 (norm grad = 1.11e-02)
n = 1000 | Punto #8 |norma2 di x= 3.27e+01 | f(x) = 9.0409e-01 | iter = 1000 (norm grad = 3.00e-01)
n = 1000 | Punto #8 |norma2 di x= 3.23e+01 | f(x) = 9.0409e-01 | iter = 1000 (norm grad = 3.00e-01)
n = 1000 | Punto #9 |norma2 di x= 3.24e+01 | f(x) = 1.6100e-02 | iter = 1000 (norm grad = 1.30e-02)
n = 1000 | Punto #9 |norma2 di x= 3.24e+01 | f(x) = 1.6100e-02 | iter = 1000 (norm grad = 1.30e-02)
n = 1000 | Punto #9 |norma2 di x= 3.29e+01 | f(x) = 9.8227e-01 | iter = 1000 (norm grad = 2.98e-01)
n = 1000 | Punto #9 |norma2 di x= 3.24e+01 | f(x) = 9.8227e-01 | iter = 1000 (norm grad = 2.98e-01)
n = 1000 | Punto #10 |norma2 di x= 3.28e+01 | f(x) = 1.0210e-02 | iter = 1000 (norm grad = 9.39e-03)
n = 1000 | Punto #10 |norma2 di x= 3.28e+01 | f(x) = 1.0210e-02 | iter = 1000 (norm grad = 9.39e-03)
n = 1000 | Punto #10 |norma2 di x= 3.31e+01 | f(x) = 9.3441e-01 | iter = 1000 (norm grad = 2.81e-01)
n = 1000 | Punto #10 |norma2 di x= 3.28e+01 | f(x) = 9.3441e-01 | iter = 1000 (norm grad = 2.81e-01)
Tempo di esecuzione Modified Newton: 0.5063
n = 1000 |norma2 di x= 3.16e+01 | f(x) = 1.5343e-03 | iter = 1000 | norm grad = 3.02e-03
Tempo di esecuzione Modified Newton con precondizionamento: 0.6971
n = 1000 |norma2 di x= 3.16e+01 | f(x) = 1.5343e-03 | iter = 1000 | norm grad = 3.02e-03
Tempo di esecuzione Modified Newton con differenze finite: 6.9032
n = 1000 |norma2 di x= 3.16e+01 | f(x) = 3.2411e-01 | iter = 1000 | norm grad = 1.28e+00
Tempo di esecuzione Modified Newton con differenze finite e precondizionamento: 8.3135
n = 1000 |norma2 di x= 3.16e+01 | f(x) = 3.2411e-01 | iter = 1000 | norm grad = 1.28e+00
n = 1000 | Punto #1 |norma2 di x= 3.24e+01 | f(x) = 1.2849e-02 | iter = 1000 (norm grad = 1.12e-02)
n = 1000 | Punto #1 |norma2 di x= 3.24e+01 | f(x) = 1.2849e-02 | iter = 1000 (norm grad = 1.12e-02)
n = 1000 | Punto #1 |norma2 di x= 3.28e+01 | f(x) = 8.2718e-01 | iter = 1000 (norm grad = 2.55e-01)
n = 1000 | Punto #1 |norma2 di x= 3.24e+01 | f(x) = 8.2718e-01 | iter = 1000 (norm grad = 2.55e-01)
n = 1000 | Punto #2 |norma2 di x= 3.12e+01 | f(x) = 1.2835e-02 | iter = 1000 (norm grad = 9.43e-03)
n = 1000 | Punto #2 |norma2 di x= 3.12e+01 | f(x) = 1.2835e-02 | iter = 1000 (norm grad = 9.43e-03)
n = 1000 | Punto #2 |norma2 di x= 3.15e+01 | f(x) = 8.9809e-01 | iter = 1000 (norm grad = 2.66e-01)
n = 1000 | Punto #2 |norma2 di x= 3.12e+01 | f(x) = 8.9809e-01 | iter = 1000 (norm grad = 2.66e-01)
n = 1000 | Punto #3 |norma2 di x= 3.17e+01 | f(x) = 1.3235e-02 | iter = 1000 (norm grad = 1.08e-02)
n = 1000 | Punto #3 |norma2 di x= 3.17e+01 | f(x) = 1.3235e-02 | iter = 1000 (norm grad = 1.08e-02)
n = 1000 | Punto #3 |norma2 di x= 3.21e+01 | f(x) = 9.1467e-01 | iter = 1000 (norm grad = 2.71e-01)
n = 1000 | Punto #3 |norma2 di x= 3.17e+01 | f(x) = 9.1467e-01 | iter = 1000 (norm grad = 2.71e-01)
n = 1000 | Punto #4 |norma2 di x= 3.18e+01 | f(x) = 1.3505e-02 | iter = 1000 (norm grad = 1.02e-02)
n = 1000 | Punto #4 |norma2 di x= 3.18e+01 | f(x) = 1.3505e-02 | iter = 1000 (norm grad = 1.02e-02)
n = 1000 | Punto #4 |norma2 di x= 3.22e+01 | f(x) = 9.2737e-01 | iter = 1000 (norm grad = 2.81e-01)
n = 1000 | Punto #4 |norma2 di x= 3.18e+01 | f(x) = 9.2737e-01 | iter = 1000 (norm grad = 2.81e-01)
n = 1000 | Punto #5 |norma2 di x= 3.17e+01 | f(x) = 9.9481e-03 | iter = 1000 (norm grad = 1.00e-02)
n = 1000 | Punto #5 |norma2 di x= 3.17e+01 | f(x) = 9.9481e-03 | iter = 1000 (norm grad = 1.00e-02)
n = 1000 | Punto #5 |norma2 di x= 3.21e+01 | f(x) = 8.8696e-01 | iter = 1000 (norm grad = 2.60e-01)
n = 1000 | Punto #5 |norma2 di x= 3.17e+01 | f(x) = 8.8695e-01 | iter = 1000 (norm grad = 2.60e-01)
n = 1000 | Punto #6 |norma2 di x= 3.12e+01 | f(x) = 9.7970e-03 | iter = 1000 (norm grad = 1.10e-02)
