n = 1000
Tempo di esecuzione Modified Newton: 16.1176
n = 1000 | norma 2 di x = 5.78e+00 | f(x) = 5.7227e-19 | iter = 800 | norm grad = 1.30e-05
n = 1000 | Punto #6 | norma 2 di x = 7.48e+00 | f(x) = 8.8005e-07 | iter = 800 (norm grad = 1.52e-02)
n = 1000 | Punto #6 | norma 2 di x = 5.26e+01 | f(x) = 7.7921e-01 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #6 | norma 2 di x = 5.26e+01 | f(x) = 7.7920e-01 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #7 | norma 2 di x = 8.16e+00 | f(x) = 1.1686e-06 | iter = 800 (norm grad = 2.10e-02)
n = 1000 | Punto #7 | norma 2 di x = 8.16e+00 | f(x) = 1.1686e-06 | iter = 800 (norm grad = 2.10e-02)
n = 1000 | Punto #7 | norma 2 di x = 4.42e+01 | f(x) = 1.0189e+00 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #7 | norma 2 di x = 4.42e+01 | f(x) = 1.0188e+00 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #8 | norma 2 di x = 8.49e+00 | f(x) = 1.0761e-06 | iter = 800 (norm grad = 1.85e-02)
n = 1000 | Punto #8 | norma 2 di x = 8.49e+00 | f(x) = 1.0761e-06 | iter = 800 (norm grad = 1.85e-02)
n = 1000 | Punto #8 | norma 2 di x = 4.84e+01 | f(x) = 6.5728e-01 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #8 | norma 2 di x = 4.84e+01 | f(x) = 6.5727e-01 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #9 | norma 2 di x = 7.39e+00 | f(x) = 8.0198e-07 | iter = 800 (norm grad = 1.54e-02)
n = 1000 | Punto #9 | norma 2 di x = 7.39e+00 | f(x) = 8.0198e-07 | iter = 800 (norm grad = 1.54e-02)
n = 1000 | Punto #9 | norma 2 di x = 4.50e+01 | f(x) = 1.2731e+00 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #9 | norma 2 di x = 4.50e+01 | f(x) = 1.2731e+00 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #10 | norma 2 di x = 7.30e+00 | f(x) = 9.9803e-07 | iter = 800 (norm grad = 1.86e-02)
n = 1000 | Punto #10 | norma 2 di x = 7.30e+00 | f(x) = 9.9803e-07 | iter = 800 (norm grad = 1.86e-02)
n = 1000 | Punto #10 | norma 2 di x = 4.76e+01 | f(x) = 1.3694e+00 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #10 | norma 2 di x = 4.76e+01 | f(x) = 1.3694e+00 | iter = 800 (norm grad = 1.27e+02)
Tempo di esecuzione Modified Newton: 16.8866
n = 1000 | norma 2 di x = 5.78e+00 | f(x) = 5.7227e-19 | iter = 800 | norm grad = 1.30e-05
Tempo di esecuzione Modified Newton con precondizionamento: 17.4213
n = 1000 | norma 2 di x = 5.78e+00 | f(x) = 5.7227e-19 | iter = 800 | norm grad = 1.30e-05
Tempo di esecuzione Modified Newton con differenze finite: 29.2023
n = 1000 | norma 2 di x = 5.78e+00 | f(x) = 5.7227e-19 | iter = 800 | norm grad = 1.26e+02
Tempo di esecuzione Modified Newton con differenze finite e precondizionamento: 30.9150
n = 1000 | norma 2 di x = 5.78e+00 | f(x) = 5.7227e-19 | iter = 800 | norm grad = 1.26e+02
n = 1000 | Punto #1 | norma 2 di x = 7.55e+00 | f(x) = 1.0743e-06 | iter = 800 (norm grad = 1.88e-02)
n = 1000 | Punto #1 | norma 2 di x = 7.55e+00 | f(x) = 1.0743e-06 | iter = 800 (norm grad = 1.88e-02)
n = 1000 | Punto #1 | norma 2 di x = 5.21e+01 | f(x) = 6.3199e-01 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #1 | norma 2 di x = 5.21e+01 | f(x) = 6.3199e-01 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #2 | norma 2 di x = 8.31e+00 | f(x) = 1.0620e-06 | iter = 800 (norm grad = 1.89e-02)
n = 1000 | Punto #2 | norma 2 di x = 8.31e+00 | f(x) = 1.0620e-06 | iter = 800 (norm grad = 1.89e-02)
n = 1000 | Punto #2 | norma 2 di x = 4.33e+01 | f(x) = 1.6375e+00 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #2 | norma 2 di x = 4.33e+01 | f(x) = 1.6375e+00 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #3 | norma 2 di x = 7.65e+00 | f(x) = 8.2275e-07 | iter = 800 (norm grad = 1.69e-02)
n = 1000 | Punto #3 | norma 2 di x = 7.65e+00 | f(x) = 8.2275e-07 | iter = 800 (norm grad = 1.69e-02)
n = 1000 | Punto #3 | norma 2 di x = 5.14e+01 | f(x) = 7.7191e-01 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #3 | norma 2 di x = 5.14e+01 | f(x) = 7.7191e-01 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #4 | norma 2 di x = 7.64e+00 | f(x) = 8.5122e-07 | iter = 800 (norm grad = 1.83e-02)
n = 1000 | Punto #4 | norma 2 di x = 7.64e+00 | f(x) = 8.5122e-07 | iter = 800 (norm grad = 1.83e-02)
n = 1000 | Punto #4 | norma 2 di x = 4.52e+01 | f(x) = 1.1340e+00 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #4 | norma 2 di x = 4.52e+01 | f(x) = 1.1340e+00 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #5 | norma 2 di x = 7.86e+00 | f(x) = 1.1051e-06 | iter = 800 (norm grad = 1.78e-02)
n = 1000 | Punto #5 | norma 2 di x = 7.86e+00 | f(x) = 1.1051e-06 | iter = 800 (norm grad = 1.78e-02)
n = 1000 | Punto #5 | norma 2 di x = 4.31e+01 | f(x) = 1.3182e+00 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #5 | norma 2 di x = 4.31e+01 | f(x) = 1.3182e+00 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #6 | norma 2 di x = 7.66e+00 | f(x) = 8.0029e-07 | iter = 800 (norm grad = 1.55e-02)
n = 1000 | Punto #6 | norma 2 di x = 7.66e+00 | f(x) = 8.0029e-07 | iter = 800 (norm grad = 1.55e-02)
n = 1000 | Punto #6 | norma 2 di x = 4.03e+01 | f(x) = 1.4183e+00 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #6 | norma 2 di x = 4.03e+01 | f(x) = 1.4183e+00 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #7 | norma 2 di x = 7.45e+00 | f(x) = 1.0139e-06 | iter = 800 (norm grad = 1.58e-02)
n = 1000 | Punto #7 | norma 2 di x = 7.45e+00 | f(x) = 1.0139e-06 | iter = 800 (norm grad = 1.58e-02)
n = 1000 | Punto #7 | norma 2 di x = 5.01e+01 | f(x) = 7.3443e-01 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #7 | norma 2 di x = 5.01e+01 | f(x) = 7.3443e-01 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #8 | norma 2 di x = 8.08e+00 | f(x) = 1.1455e-06 | iter = 800 (norm grad = 1.93e-02)
n = 1000 | Punto #8 | norma 2 di x = 8.08e+00 | f(x) = 1.1455e-06 | iter = 800 (norm grad = 1.93e-02)
n = 1000 | Punto #8 | norma 2 di x = 4.89e+01 | f(x) = 6.4155e-01 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #8 | norma 2 di x = 4.89e+01 | f(x) = 6.4155e-01 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #9 | norma 2 di x = 7.81e+00 | f(x) = 5.2590e-07 | iter = 800 (norm grad = 1.05e-02)
n = 1000 | Punto #9 | norma 2 di x = 7.81e+00 | f(x) = 5.2590e-07 | iter = 800 (norm grad = 1.05e-02)
n = 1000 | Punto #9 | norma 2 di x = 4.90e+01 | f(x) = 9.7162e-01 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #9 | norma 2 di x = 4.90e+01 | f(x) = 9.7162e-01 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #10 | norma 2 di x = 7.22e+00 | f(x) = 7.0289e-07 | iter = 800 (norm grad = 1.44e-02)
n = 1000 | Punto #10 | norma 2 di x = 7.22e+00 | f(x) = 7.0289e-07 | iter = 800 (norm grad = 1.44e-02)
n = 1000 | Punto #10 | norma 2 di x = 5.02e+01 | f(x) = 1.5235e+00 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #10 | norma 2 di x = 5.02e+01 | f(x) = 1.5235e+00 | iter = 800 (norm grad = 1.27e+02)
Tempo di esecuzione Modified Newton: 15.2919
n = 1000 | norma 2 di x = 5.78e+00 | f(x) = 5.7227e-19 | iter = 800 | norm grad = 1.30e-05
Tempo di esecuzione Modified Newton con precondizionamento: 17.1541
n = 1000 | norma 2 di x = 5.78e+00 | f(x) = 5.7227e-19 | iter = 800 | norm grad = 1.30e-05
Tempo di esecuzione Modified Newton con differenze finite: 28.2245
n = 1000 | norma 2 di x = 5.78e+00 | f(x) = 5.7227e-19 | iter = 800 | norm grad = 1.26e+02
Tempo di esecuzione Modified Newton con differenze finite e precondizionamento: 28.2046
n = 1000 | norma 2 di x = 5.78e+00 | f(x) = 5.7227e-19 | iter = 800 | norm grad = 1.26e+02
n = 1000 | Punto #1 | norma 2 di x = 7.85e+00 | f(x) = 6.9786e-07 | iter = 800 (norm grad = 1.54e-02)
n = 1000 | Punto #1 | norma 2 di x = 7.85e+00 | f(x) = 6.9786e-07 | iter = 800 (norm grad = 1.54e-02)
n = 1000 | Punto #1 | norma 2 di x = 4.82e+01 | f(x) = 9.7748e-01 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #1 | norma 2 di x = 4.82e+01 | f(x) = 9.7748e-01 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #2 | norma 2 di x = 6.83e+00 | f(x) = 7.2867e-07 | iter = 800 (norm grad = 1.58e-02)
n = 1000 | Punto #2 | norma 2 di x = 6.83e+00 | f(x) = 7.2867e-07 | iter = 800 (norm grad = 1.58e-02)
n = 1000 | Punto #2 | norma 2 di x = 5.01e+01 | f(x) = 8.4826e-01 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #2 | norma 2 di x = 5.01e+01 | f(x) = 8.4826e-01 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #3 | norma 2 di x = 7.73e+00 | f(x) = 8.5322e-07 | iter = 800 (norm grad = 1.64e-02)
n = 1000 | Punto #3 | norma 2 di x = 7.73e+00 | f(x) = 8.5322e-07 | iter = 800 (norm grad = 1.64e-02)
n = 1000 | Punto #3 | norma 2 di x = 4.96e+01 | f(x) = 5.1877e-01 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #3 | norma 2 di x = 4.96e+01 | f(x) = 5.1877e-01 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #4 | norma 2 di x = 7.40e+00 | f(x) = 7.2243e-07 | iter = 800 (norm grad = 1.26e-02)
n = 1000 | Punto #4 | norma 2 di x = 7.40e+00 | f(x) = 7.2243e-07 | iter = 800 (norm grad = 1.26e-02)
n = 1000 | Punto #4 | norma 2 di x = 4.66e+01 | f(x) = 1.1179e+00 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #4 | norma 2 di x = 4.66e+01 | f(x) = 1.1179e+00 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #5 | norma 2 di x = 6.49e+00 | f(x) = 8.3495e-07 | iter = 800 (norm grad = 1.90e-02)
n = 1000 | Punto #5 | norma 2 di x = 6.49e+00 | f(x) = 8.3495e-07 | iter = 800 (norm grad = 1.90e-02)
n = 1000 | Punto #5 | norma 2 di x = 5.25e+01 | f(x) = 6.7734e-01 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #5 | norma 2 di x = 5.25e+01 | f(x) = 6.7734e-01 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #6 | norma 2 di x = 6.95e+00 | f(x) = 8.0550e-07 | iter = 800 (norm grad = 1.70e-02)
n = 1000 | Punto #6 | norma 2 di x = 6.95e+00 | f(x) = 8.0550e-07 | iter = 800 (norm grad = 1.70e-02)
n = 1000 | Punto #6 | norma 2 di x = 4.30e+01 | f(x) = 1.3371e+00 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #6 | norma 2 di x = 4.30e+01 | f(x) = 1.3371e+00 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #7 | norma 2 di x = 7.85e+00 | f(x) = 1.0101e-06 | iter = 800 (norm grad = 1.79e-02)
n = 1000 | Punto #7 | norma 2 di x = 7.85e+00 | f(x) = 1.0101e-06 | iter = 800 (norm grad = 1.79e-02)
n = 1000 | Punto #7 | norma 2 di x = 4.65e+01 | f(x) = 1.3991e+00 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #7 | norma 2 di x = 4.65e+01 | f(x) = 1.3991e+00 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #8 | norma 2 di x = 7.88e+00 | f(x) = 1.0005e-06 | iter = 800 (norm grad = 1.92e-02)
n = 1000 | Punto #8 | norma 2 di x = 7.88e+00 | f(x) = 1.0005e-06 | iter = 800 (norm grad = 1.92e-02)
n = 1000 | Punto #8 | norma 2 di x = 5.26e+01 | f(x) = 6.1053e-01 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #8 | norma 2 di x = 5.26e+01 | f(x) = 6.1052e-01 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #9 | norma 2 di x = 7.87e+00 | f(x) = 1.2336e-06 | iter = 800 (norm grad = 1.97e-02)
n = 1000 | Punto #9 | norma 2 di x = 7.87e+00 | f(x) = 1.2336e-06 | iter = 800 (norm grad = 1.97e-02)
n = 1000 | Punto #9 | norma 2 di x = 4.70e+01 | f(x) = 1.5503e+00 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #9 | norma 2 di x = 4.70e+01 | f(x) = 1.5503e+00 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #10 | norma 2 di x = 7.86e+00 | f(x) = 8.8431e-07 | iter = 800 (norm grad = 1.55e-02)
n = 1000 | Punto #10 | norma 2 di x = 7.86e+00 | f(x) = 8.8431e-07 | iter = 800 (norm grad = 1.55e-02)
n = 1000 | Punto #10 | norma 2 di x = 4.60e+01 | f(x) = 8.4242e-01 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #10 | norma 2 di x = 4.60e+01 | f(x) = 8.4241e-01 | iter = 800 (norm grad = 1.27e+02)
Tempo di esecuzione Modified Newton: 17.0286
n = 1000 | norma 2 di x = 5.78e+00 | f(x) = 5.7227e-19 | iter = 800 | norm grad = 1.30e-05
Tempo di esecuzione Modified Newton con precondizionamento: 17.3071
n = 1000 | norma 2 di x = 5.78e+00 | f(x) = 5.7227e-19 | iter = 800 | norm grad = 1.30e-05
Tempo di esecuzione Modified Newton con differenze finite: 29.5099
n = 1000 | norma 2 di x = 5.78e+00 | f(x) = 5.7227e-19 | iter = 800 | norm grad = 1.26e+02
Tempo di esecuzione Modified Newton con differenze finite e precondizionamento: 28.9159
n = 1000 | norma 2 di x = 5.78e+00 | f(x) = 5.7227e-19 | iter = 800 | norm grad = 1.26e+02
n = 1000 | Punto #1 | norma 2 di x = 8.03e+00 | f(x) = 8.7595e-07 | iter = 800 (norm grad = 1.67e-02)
n = 1000 | Punto #1 | norma 2 di x = 8.03e+00 | f(x) = 8.7595e-07 | iter = 800 (norm grad = 1.67e-02)
n = 1000 | Punto #1 | norma 2 di x = 4.92e+01 | f(x) = 9.1657e-01 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #1 | norma 2 di x = 4.92e+01 | f(x) = 9.1656e-01 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #2 | norma 2 di x = 7.10e+00 | f(x) = 8.7175e-07 | iter = 800 (norm grad = 1.30e-02)
n = 1000 | Punto #2 | norma 2 di x = 7.10e+00 | f(x) = 8.7175e-07 | iter = 800 (norm grad = 1.30e-02)
n = 1000 | Punto #2 | norma 2 di x = 4.96e+01 | f(x) = 1.0380e+00 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #2 | norma 2 di x = 4.96e+01 | f(x) = 1.0380e+00 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #3 | norma 2 di x = 7.36e+00 | f(x) = 6.1491e-07 | iter = 800 (norm grad = 1.18e-02)
n = 1000 | Punto #3 | norma 2 di x = 7.36e+00 | f(x) = 6.1491e-07 | iter = 800 (norm grad = 1.18e-02)
n = 1000 | Punto #3 | norma 2 di x = 4.74e+01 | f(x) = 9.9055e-01 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #3 | norma 2 di x = 4.74e+01 | f(x) = 9.9054e-01 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #4 | norma 2 di x = 7.39e+00 | f(x) = 7.3108e-07 | iter = 800 (norm grad = 1.28e-02)
n = 1000 | Punto #4 | norma 2 di x = 7.39e+00 | f(x) = 7.3108e-07 | iter = 800 (norm grad = 1.28e-02)
n = 1000 | Punto #4 | norma 2 di x = 4.37e+01 | f(x) = 8.9813e-01 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #4 | norma 2 di x = 4.37e+01 | f(x) = 8.9813e-01 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #5 | norma 2 di x = 7.23e+00 | f(x) = 7.8596e-07 | iter = 800 (norm grad = 1.70e-02)
n = 1000 | Punto #5 | norma 2 di x = 7.23e+00 | f(x) = 7.8596e-07 | iter = 800 (norm grad = 1.70e-02)
n = 1000 | Punto #5 | norma 2 di x = 4.94e+01 | f(x) = 8.5995e-01 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #5 | norma 2 di x = 4.94e+01 | f(x) = 8.5995e-01 | iter = 800 (norm grad = 1.27e+02)
n = 1000 | Punto #6 | norma 2 di x = 6.83e+00 | f(x) = 7.9125e-07 | iter = 800 (norm grad = 2.09e-02)
